Id,Revenue
3323,144499065.37573627
3324,-41993877.09652509
3325,172562009.16066897
3326,228872647.3715975
3327,71487120.23130217
3328,63592751.98939881
3329,-9272816.40881069
3330,142911527.90491378
3331,3082886.5223879963
3332,45145956.28893031
3333,269873004.72719157
3334,13100270.260373496
3335,123987881.72691323
3336,33649400.033404864
3337,-10286396.532918558
3338,24216699.075559124
3339,6834805.677394621
3340,112076963.17509973
3341,6620693.680879369
3342,73809354.79733649
3343,52662928.85659863
3344,-25749130.945067495
3345,11206215.409352437
3346,72712690.76892017
3347,-2999066.2006055117
3348,104193116.98280208
3349,88212208.86465134
3350,183024529.8320318
3351,72864934.19977118
3352,41658025.50539493
3353,82228545.29927829
3354,1860445.8761238232
3355,-7457642.349177539
3356,7589402.62322282
3357,14335229.558162354
3358,20329917.25739178
3359,112334358.57447298
3360,21772905.84139123
3361,183558206.26727974
3362,32767618.124184318
3363,25240592.880969435
3364,37010631.84297932
3365,-4376923.152823299
3366,157006705.4199631
3367,145549273.3750486
3368,11730391.434997477
3369,69781032.16581222
3370,47630492.610768706
3371,67474194.624033
3372,79106972.44954172
3373,61153572.37476057
3374,65062394.60678975
3375,134294849.9467322
3376,66385922.718067005
3377,12742667.241453938
3378,32402465.81771878
3379,225786418.08938476
3380,71293280.9354396
3381,-11724900.89267923
3382,-5543556.010427132
3383,5752685.135974683
3384,66635330.617187455
3385,119719901.53655893
3386,501128.2968934998
3387,35771061.840942904
3388,177137747.26636606
3389,571411520.3585122
3390,-36118739.7329119
3391,39442859.134356156
3392,19655521.71386656
3393,26831467.528742746
3394,155651367.78712392
3395,136434950.56458926
3396,12485757.196403295
3397,-5676564.83880578
3398,260607499.21684366
3399,136218045.06983262
3400,20034388.548298173
3401,-7246481.403813541
3402,-9102277.703868061
3403,403885595.92545384
3404,16159832.807328627
3405,34929340.826375216
3406,240843178.02536845
3407,297099651.30731624
3408,53376043.31849659
3409,14990754.247534603
3410,59182690.69795822
3411,95335174.7609527
3412,55490729.055432856
3413,150107691.55834323
3414,-7839894.012340292
3415,40860479.85883357
3416,80387380.55605695
3417,81621553.78779642
3418,38388379.28531703
3419,343560486.4536374
3420,10568185.295937203
3421,55905978.02811794
3422,28105657.282733016
3423,417776020.0524261
3424,-718770.7645124123
3425,5882394.548693448
3426,48035257.895093575
3427,70233589.11043696
3428,3826955.436229408
3429,39590699.314367115
3430,529911344.6514214
3431,14468113.43285039
3432,21286214.76520396
3433,36956432.50507765
3434,54810829.40971082
3435,332474848.52072877
3436,224119048.52450606
3437,-18637137.44880958
3438,34905237.21038988
3439,123902877.01090807
3440,95244272.9159634
3441,129193296.4304924
3442,8842276.376787558
3443,-15958445.56499657
3444,-15293244.371470734
3445,64437681.0005494
3446,1065002.6861099973
3447,12345725.194575496
3448,76649111.01651648
3449,-17530053.055131286
3450,88696869.9094593
3451,14157245.77269195
3452,40940827.13430019
3453,54725622.51386154
3454,83870526.60672665
3455,13517994.119997375
3456,126189159.85228139
3457,26438003.9641554
3458,44822157.14304939
3459,517370015.6349491
3460,60955457.510266334
3461,7725013.908464156
3462,32034380.858191125
3463,115342988.11552368
3464,-18066832.198192373
3465,34411580.15982745
3466,81621108.79454902
3467,8964854.062970564
3468,139911756.76727784
3469,4923743.762739874
3470,-18805520.331047535
3471,68415960.62234068
3472,-12235831.324986428
3473,79332558.65299463
3474,60895440.37148844
3475,324191898.8147005
3476,4593482.594918244
3477,33718425.64660324
3478,-3821375.0963600576
3479,266606551.9229127
3480,13993818.536779769
3481,-8125101.394211397
3482,-3958064.30539836
3483,-30196911.55462949
3484,-10195490.777493611
3485,119961875.00866178
3486,159718180.1689677
3487,55426675.86525415
3488,100417485.37585515
3489,7592209.59181004
3490,74635704.84115559
3491,13128532.676348627
3492,25463469.404251777
3493,76678668.54220432
3494,9273921.069599316
3495,122626380.07188177
3496,6760503.40367917
3497,89139946.17754494
3498,38443060.07110448
3499,28809765.80638282
3500,-10084290.596892029
3501,118010760.92925365
3502,66261627.52912854
3503,68895268.61189882
3504,126588399.2113356
3505,-6500529.511519879
3506,136700805.3049048
3507,371100364.91132057
3508,9970698.37963166
3509,-9250417.558650047
3510,34426208.69002489
3511,125852707.05595616
3512,207747527.3366565
3513,15564708.298098274
3514,7180304.035539642
3515,27357558.42367117
3516,25140316.01892203
3517,513059486.42960775
3518,19051926.25415305
3519,21531202.849282593
3520,1131625.8060936704
3521,-17716956.078849554
3522,30714922.72583393
3523,42648858.67622454
3524,85592036.31075402
3525,209711449.1408408
3526,71757579.12591128
3527,16877570.12527252
3528,55588111.782281704
3529,419219889.78243333
3530,123459857.37573627
3531,65474931.64387822
3532,78544736.73165326
3533,44223920.44217059
3534,25942129.706140414
3535,228994041.89596683
3536,34002204.278268196
3537,156795591.85029036
3538,22044376.88988758
3539,49997533.94933818
3540,73992577.12259664
3541,56844981.43425737
3542,51365731.80202802
3543,15720814.465526551
3544,91148786.96536368
3545,-233486.84761991352
3546,1028292.0351708159
3547,225257446.01785216
3548,469888969.5400539
3549,4845090.026420265
3550,295384366.34368294
3551,155160901.16027915
3552,53929044.55278818
3553,39533640.61334373
3554,257733285.08800372
3555,180712559.0625329
3556,92027771.25262126
3557,25649050.345530108
3558,203590125.95777088
3559,28792968.620099843
3560,-22224853.25665085
3561,93173409.22089873
3562,4094214.4173924774
3563,31799775.902969584
3564,2604422.600651145
3565,29981200.85981427
3566,67437511.8902889
3567,15742883.224021181
3568,-4691944.833197594
3569,168268657.09654522
3570,9486060.213540584
3571,73453865.10034071
3572,243281478.3911521
3573,-4042110.5003250986
3574,49670954.09214192
3575,11284923.553482294
3576,52124499.697467916
3577,11203446.180687353
3578,63497748.99635459
3579,36803316.44043937
3580,55243462.88486691
3581,31148041.97804541
3582,144883591.22799766
3583,-18873690.54140602
3584,25652391.6073881
3585,93975976.62964544
3586,43569775.63806712
3587,58858734.727329746
3588,673731.4890626222
3589,64209696.8452812
3590,54607012.985771835
3591,453570940.14950085
3592,-6837797.164702013
3593,162952.13652872294
3594,14266248.308247663
3595,45541050.5543947
3596,70632790.79094613
3597,17035555.385949396
3598,79944719.99598375
3599,43355612.644067936
3600,609182.6671198979
3601,-7077710.016687274
3602,-2219406.750174731
3603,16352916.167240523
3604,4449470.895852461
3605,68903879.42905489
3606,16448125.13184753
3607,41519260.27143752
3608,215042789.12414843
3609,-38104467.074366465
3610,66972551.913460575
3611,36709501.243456125
3612,-13341049.752531052
3613,23211990.32507693
3614,132233014.14042753
3615,80626366.00215833
3616,16815422.932716586
3617,38734302.83528053
3618,115460175.94181426
3619,-33426679.67802444
3620,148884764.36860144
3621,330945910.5182425
3622,186749008.7122352
3623,176474157.99425983
3624,-9522242.081757069
3625,2709546.6188970804
3626,46954488.19466549
3627,71607918.5775947
3628,310027798.683416
3629,8334694.443342
3630,-31351732.45812355
3631,193139878.43577433
3632,21560481.82530868
3633,100541614.1378815
3634,2803846.1964343414
3635,29575689.360415228
3636,62044511.13474521
3637,21616805.273211107
3638,40210771.787404366
3639,189926309.458709
3640,363700929.12976164
3641,21352556.069791585
3642,13506103.731753297
3643,28078199.198787995
3644,4597360.727729693
3645,53162200.27500799
3646,7907214.26485119
3647,55585226.50624945
3648,27154962.95140656
3649,-5266995.575335503
3650,36340529.45471689
3651,513999996.1895194
3652,11957685.114079796
3653,179684409.11187223
3654,-2507069.109791398
3655,54413432.99521315
3656,18719625.18752438
3657,-8481492.039192706
3658,2323507.829262346
3659,128960303.2346063
3660,252195838.980318
3661,32369186.31925121
3662,46770279.45149925
3663,387872265.77774656
3664,-12628460.060120776
3665,380074.3005125299
3666,1206464.94165539
3667,141509811.68737328
3668,65065431.841864966
3669,9713313.578345194
3670,97455688.01120976
3671,45899318.40660497
3672,7748726.757475734
3673,178745471.95571598
3674,7539540.118143573
3675,374548108.3530336
3676,112704752.49872568
3677,-7186792.425146088
3678,55322738.58312392
3679,62455291.25545925
3680,27620192.155992366
3681,55986387.5844042
3682,261543982.87322715
3683,7365773.827144876
3684,115714728.61119083
3685,161498627.30801558
3686,6634263.670393422
3687,242049927.81604484
3688,-1806052.3026808798
3689,2002382.5190901905
3690,172598749.37812558
3691,12359217.924826331
3692,-6586241.270151928
3693,109812323.42167091
3694,108159769.11290717
3695,95725743.25841433
3696,10573372.638232008
3697,38925340.82018123
3698,73242232.74030766
3699,19761080.629892252
3700,62265652.67758753
3701,119193071.15465379
3702,-13074883.149288073
3703,94281131.61786695
3704,86131554.19400841
3705,71998862.90625252
3706,92233773.83694217
3707,8568344.548868373
3708,32749398.67255126
3709,402312893.080135
3710,-8319061.2392933965
3711,-8902193.613160789
3712,60510979.245782115
3713,38228798.035253294
3714,-12477137.632566959
3715,41798331.110664256
3716,20604989.215976074
3717,-28550375.909461275
3718,24950921.452128112
3719,77578453.5664237
3720,10216859.50269761
3721,-9537126.697772533
3722,88743395.40369521
3723,19641442.050656505
3724,20466886.601429805
3725,27841728.913045548
3726,22993353.64470522
3727,188500632.11654624
3728,164267729.36820543
3729,118134.56092406064
3730,83628817.25282067
3731,161436766.28366345
3732,-22161491.1438656
3733,209470367.0571558
3734,418097298.77226746
3735,36513471.48884442
3736,28792550.27219385
3737,-19767563.49907884
3738,-19417640.27797936
3739,-1206356.6740671545
3740,43797934.70100283
3741,34232920.26337553
3742,105964528.14078633
3743,54896480.0552383
3744,159937731.0594627
3745,67984764.77654074
3746,202084135.69912386
3747,-20400573.05883652
3748,12822753.328842416
3749,-11896244.456881046
3750,19937350.255208574
3751,35501487.0900184
3752,-35389749.56776354
3753,16071539.915742509
3754,94039832.60913655
3755,43468177.67953856
3756,-22774875.977622032
3757,450108913.5495824
3758,125836030.88401595
3759,12057667.413232312
3760,209594654.9910497
3761,76160762.12477869
3762,300739790.46736044
3763,59464616.63598035
3764,34995827.2929119
3765,-3281588.558678955
3766,7076239.523271054
3767,35269722.4850928
3768,58068797.669679746
3769,33896707.88495125
3770,-14353933.970591381
3771,69573430.20028037
3772,31404920.64977836
3773,29948853.778832026
3774,-8739238.80838269
3775,136646743.37870854
3776,118343950.4084073
3777,-4684017.61601083
3778,-24458912.342427745
3779,24811154.10571795
3780,-3093152.173774883
3781,62759152.39353931
3782,7849978.86112611
3783,95277477.16175061
3784,-11244650.216261834
3785,449427794.37149835
3786,11571224.073516756
3787,246046681.80356008
3788,714022282.0766826
3789,7166888.756886892
3790,-9831918.52414377
3791,33259665.65475048
3792,-11083303.173597753
3793,-5780752.271916926
3794,25670504.896055385
3795,417091120.00266045
3796,6698448.245764852
3797,9940827.211026326
3798,39369150.08536321
3799,12740014.476065919
3800,-23434623.37979555
3801,110089561.36477557
3802,-10907292.559249744
3803,47030783.14546056
3804,-7666228.806914896
3805,5736854.939733185
3806,69663176.39812194
3807,-3370258.4514387697
3808,-12247586.625685498
3809,42034316.50804843
3810,8475566.906805828
3811,14167686.872961976
3812,-9186054.154334769
3813,-35338855.48055288
3814,2799555.5762158856
3815,108686586.79828173
3816,159111879.180722
3817,149345530.39819276
3818,76289356.15972544
3819,70835604.28992161
3820,120573123.03684872
3821,144234826.9017185
3822,47714762.94048717
3823,65439621.95288371
3824,5441170.016029097
3825,19129328.08727338
3826,108982260.76227203
3827,167035224.2764829
3828,12090334.471513428
3829,-12115000.328368247
3830,96641362.40405399
3831,-3881971.4317718446
3832,230347989.050016
3833,115877762.28536692
3834,26772163.298128344
3835,-7255163.39188391
3836,16075963.208265796
3837,26889742.521199316
3838,91293001.70440358
3839,-5580250.986463219
3840,44786264.51487038
3841,30793308.220746882
3842,18770473.15823453
3843,86963655.86891957
3844,-3557157.8168423176
3845,-18037219.368973076
3846,-4642560.919792548
3847,-14241206.408194825
3848,-21448360.9147678
3849,90006454.09428824
3850,-11588908.403446555
3851,58010158.39414402
3852,21084497.598536342
3853,129630728.80802676
3854,-23222784.332189202
3855,8419470.493038028
3856,-173453.76776923984
3857,565717132.8715465
3858,-15645568.377684772
3859,15780112.603161164
3860,16581393.224883512
3861,84803080.42653157
3862,18305517.329302505
3863,139414992.59324002
3864,67795770.02674602
3865,105354244.93786547
3866,7650944.922858961
3867,144731479.80237848
3868,24348660.105259843
3869,70352501.82852072
3870,117909515.6505025
3871,500376486.0210634
3872,20565132.549841918
3873,56883980.01243749
3874,313556.68999703974
3875,87156473.70825115
3876,-36641701.56661476
3877,81088541.01039726
3878,104967523.45587294
3879,369604689.60040814
3880,67220540.05871594
3881,-7049407.666006565
3882,1100270.041753441
3883,11521758.823689066
3884,194227227.65802872
3885,48233367.96114711
3886,55911074.25550667
3887,7147912.436537959
3888,11567216.381960288
3889,126876670.86033869
3890,162295738.97674215
3891,46230157.05482029
3892,7624806.175742298
3893,403948347.64662004
3894,102172134.96617068
3895,54050759.6907168
3896,55821889.49303206
3897,73144384.38271582
3898,68290009.01770236
3899,517037177.1431258
3900,71372609.3985805
3901,-33213060.205024406
3902,-6698210.011823416
3903,19888646.431732863
3904,30372950.403272197
3905,18406981.839309998
3906,105278292.59535882
3907,22541275.612661637
3908,21055924.918932438
3909,5020732.067718685
3910,-27264426.332943976
3911,-16811482.307749912
3912,14867049.356948614
3913,123682080.51512101
3914,50682724.52400732
3915,237686885.27875832
3916,-16012788.830769658
3917,15593577.083196394
3918,27893169.87942352
3919,98663004.9809193
3920,51414605.14556231
3921,6891913.978113018
3922,76068671.85918
3923,80823811.68553576
3924,46836162.362671465
3925,257095499.44858152
3926,-14186526.074602813
3927,119613817.081431
3928,154291926.97018647
3929,90915436.53986627
3930,32962225.39520794
3931,20479154.003500916
3932,5857161.038357273
3933,38316525.637306884
3934,82649069.62004507
3935,-27486652.689450383
3936,22324082.967153043
3937,212000012.36512154
3938,20333784.544641823
3939,70443742.93159837
3940,29731672.863113068
3941,34188262.84314368
3942,282635240.9906436
3943,590806649.9135487
3944,-17083249.419620678
3945,11610815.430687524
3946,-4574544.374996513
3947,77290003.45218886
3948,38751542.38740945
3949,15569268.274483949
3950,-4238493.355070159
3951,5042464.018333137
3952,55940451.445155375
3953,162403931.8424869
3954,426970075.1580221
3955,13681614.755994424
3956,83690063.35384257
3957,15148379.612260446
3958,13649705.520102717
3959,24115537.526635386
3960,-14648833.90384683
3961,59628335.08454071
3962,-126710.51930828393
3963,8450924.401221454
3964,568448809.7549403
3965,191408479.13592246
3966,73526758.64383785
3967,388260263.0703107
3968,70582101.80273908
3969,1904353.4314648733
3970,63329250.60827817
3971,28216677.0655355
3972,30572232.726405844
3973,128021946.05116305
3974,-7307085.660658702
3975,146755728.51823002
3976,88195582.56063809
3977,152351578.48215428
3978,163103244.3914191
3979,-12382539.07054098
3980,-14664855.04755263
3981,7766715.687168717
3982,-10993030.2981022
3983,18813099.374965407
3984,142837645.65302044
3985,3734946.4505400807
3986,612312411.9671903
3987,64811091.06667651
3988,43603273.783923395
3989,46179638.623917595
3990,22719753.280674964
3991,-13651659.364178091
3992,-1391528.9323639646
3993,40156531.99242799
3994,80867994.88525143
3995,90437933.8322725
3996,57040549.456897534
3997,10999172.203141734
3998,132986386.56590314
3999,-25724060.037209526
4000,98666125.00883801
4001,60682362.20211038
4002,244177647.6216467
4003,-13125163.058336422
4004,84852287.70172662
4005,167541.3857253939
4006,44612705.92008321
4007,-15329463.124334097
4008,14187156.373256959
4009,30311991.811453722
4010,20813328.035624646
4011,12228574.222397849
4012,183630661.17558149
4013,96089874.95126507
4014,-340276.2384393886
4015,103409394.26543212
4016,31959806.110934876
4017,25789747.407337233
4018,133830360.12086418
4019,291302074.2338345
4020,23475833.158389837
4021,101218743.05277658
4022,24973465.30365877
4023,216530085.99019292
4024,9917773.645775951
4025,-13031953.55079475
4026,62506483.72796994
4027,64598588.6197287
4028,-4383158.627763495
4029,-21209361.00714828
4030,19778840.161424465
4031,183199112.95444947
4032,-17231295.761131525
4033,-9446829.703011319
4034,-10567737.470720649
4035,99856659.82410535
4036,-31287631.78463088
4037,44590603.42755626
4038,6569240.108422369
4039,22992836.140674084
4040,11470677.065869711
4041,35905428.740433425
4042,56647426.236605324
4043,12191197.985672437
4044,115950977.95026949
4045,44148043.97157642
4046,21323639.66834244
4047,500612454.7461359
4048,53705394.263636924
4049,-18290850.63276066
4050,-27945108.948530152
4051,425140744.6583328
4052,25150285.533303723
4053,17514706.58923705
4054,-11151104.520569772
4055,40333100.080482535
4056,26127988.09567962
4057,-577683.3658128306
4058,3051178.02842886
4059,-2849274.703870207
4060,65893559.84805281
4061,148151627.48634
4062,37088796.24585159
4063,32718780.775988683
4064,385102425.85127366
4065,152345161.29837593
4066,9451863.496711202
4067,53520340.15168834
4068,-230696.03050816804
4069,6410525.900583498
4070,28829822.562669016
4071,18463090.117178127
4072,24092888.32685657
4073,136585065.4122732
4074,-49097369.69948891
4075,14996101.333631672
4076,43439992.25804733
4077,246295336.95300716
4078,1916110.1418513283
4079,114274302.90393549
4080,28549222.989755638
4081,-2209544.220974654
4082,226554251.43524286
4083,52681994.70604059
4084,-8428539.039420739
4085,57100217.004583284
4086,155661264.2952893
4087,50359706.774528645
4088,43392429.710918054
4089,14565970.409456566
4090,7499061.747626133
4091,124386192.15213108
4092,82144322.61224626
4093,72513173.94681707
4094,-19932575.583004132
4095,170652745.43233326
4096,30581829.11454603
4097,69842364.44598493
4098,36549911.49671445
4099,-13929466.014338374
4100,87855538.34735775
4101,52160842.51919511
4102,12294409.20283851
4103,55350019.68252282
4104,25289365.06720943
4105,-21900264.48656608
4106,21028990.03901384
4107,-8414142.238255262
4108,23465307.552134007
4109,-2191939.383356586
4110,29659940.09634553
4111,150119.99589145184
4112,43538395.9956851
4113,7429485.6928543
4114,153772241.67625248
4115,49264084.41380048
4116,53900916.29191773
4117,-2658439.2110691816
4118,56201695.98719211
4119,84753705.2352987
4120,-23668005.818831354
4121,-11723723.154656887
4122,212424968.3044203
4123,18443552.99967953
4124,50948149.116373405
4125,-21652111.0956254
4126,23239885.41724381
4127,3974944.1852039397
4128,13587969.276626684
4129,-18914153.001734287
4130,-30405487.63013652
4131,220081048.78229547
4132,126798884.79321733
4133,60999034.178620465
4134,-9129090.921555772
4135,59485980.14192007
4136,319536498.8878937
4137,26481707.986016102
4138,59364869.60261217
4139,-14071444.935236782
4140,4806839.278096966
4141,12495612.178974234
4142,85760609.29519567
4143,60378794.77161596
4144,-11449980.949029163
4145,23133029.18065712
4146,10620095.081029207
4147,-5012346.9258726835
4148,18917007.730994195
4149,-24716486.683439374
4150,-2767962.522906482
4151,6219679.389219902
4152,22389488.97159508
4153,47994462.58757564
4154,-6256341.318911687
4155,31701136.294776976
4156,21818406.278181024
4157,6726011.85469345
4158,34270176.136978045
4159,125902602.76500717
4160,240146614.20378637
4161,27355586.500520006
4162,37533276.12053647
4163,184625718.59848666
4164,2686846.711489521
4165,4923226.678665645
4166,-22445930.30576974
4167,116816418.90528773
4168,25097566.915449135
4169,74063655.9005793
4170,25334588.995356724
4171,130524117.98892674
4172,116237515.034991
4173,13027121.122253716
4174,-13453523.817263395
4175,42761868.479477964
4176,45207373.79963435
4177,-43647403.563593164
4178,441771477.6056477
4179,-3726131.8983570337
4180,172290264.3109734
4181,74991504.66975455
4182,26073364.110602066
4183,41922950.949371345
4184,10463208.112489954
4185,4577724.729117557
4186,5169989.287288666
4187,76022764.94619398
4188,42262282.069530904
4189,-17359329.27185431
4190,-19198989.48336874
4191,-15859975.80178617
4192,-13419243.373793304
4193,401861578.6820627
4194,131780925.65193495
4195,-43515327.59684774
4196,26818307.00496514
4197,25643325.594586298
4198,20018815.6279497
4199,60920404.69611874
4200,102537325.22703753
4201,67887114.36338058
4202,127963242.89199702
4203,14955833.744311929
4204,79714993.70097372
4205,7349958.954578832
4206,53682436.8586777
4207,387337063.16566753
4208,476526732.8896362
4209,84698408.00525944
4210,119226140.90744609
4211,46107852.6364387
4212,443484579.7757877
4213,-9908913.045160055
4214,26921161.773920394
4215,1118715.2442188784
4216,-16381449.25176473
4217,-22012714.67212847
4218,73878744.78666498
4219,41165636.92198976
4220,23273894.54642003
4221,5275029.411701031
4222,-52264658.41094634
4223,114330033.83009276
4224,4742205.140783332
4225,43792647.44618661
4226,79826355.00178494
4227,38663720.60555613
4228,9756333.17051582
4229,115840455.24155712
4230,68477005.97646192
4231,22429243.136251874
4232,8778059.583904304
4233,94605173.32829502
4234,58965649.261049084
4235,16706766.568220936
4236,7243476.5354359
4237,80927859.12549247
4238,102241957.4574517
4239,142588194.72522718
4240,303360586.46021366
4241,137745326.47782308
4242,-11421238.05010292
4243,-19842797.0290204
4244,129229968.91690063
4245,4507417.6178072095
4246,-6589113.296084136
